,id,comment_text_x,target_x,toxicity_annotator_count_x,severe_toxicity_x,obscene_x,threat_x,insult_x,identity_attack_x,male_x,female_x,transgender_x,other_gender_x,heterosexual_x,homosexual_gay_or_lesbian_x,bisexual_x,other_sexual_orientation_x,christian_x,jewish_x,muslim_x,hindu_x,buddhist_x,atheist_x,other_religion_x,black_x,white_x,asian_x,latino_x,other_race_or_ethnicity_x,physical_disability_x,intellectual_or_learning_disability_x,psychiatric_or_mental_illness_x,other_disability_x,comment_text_y,target_y,toxicity_annotator_count_y,severe_toxicity_y,obscene_y,threat_y,insult_y,identity_attack_y,male_y,female_y,transgender_y,other_gender_y,heterosexual_y,homosexual_gay_or_lesbian_y,bisexual_y,other_sexual_orientation_y,christian_y,jewish_y,muslim_y,hindu_y,buddhist_y,atheist_y,other_religion_y,black_y,white_y,asian_y,latino_y,other_race_or_ethnicity_y,physical_disability_y,intellectual_or_learning_disability_y,psychiatric_or_mental_illness_y,other_disability_y,word_count
114,250326,"True enough.  Alas, for many conservatives the world can only be black or white, and Mr. Trump is Dubya on steroids.  Not only are you ""against me"" if you're not ""for me,"" you're a loser and stupid and (choose your Trump invective here).  Hyperbole should no longer be tempered:  Mr. Trump is a ""leader"" in the same vein as Hitler and Mussolini.  Consistently deprecating (and increasingly openly violent toward) to those who not only disagree with him, but are doing their jobs (or not) as journalists.  Not simply a cartoonish narcissistic blowhard, but a rallying point for the ignorant, angry and uninformed.  There will be violence, and worse, coming from the Trump camp, I fear.  The Republican party created this monster in 50 years since Nixon (both their racist, misogynist, homophobic ""core"" and the individual now leading them), and when you sleep with dogs, you get fleas.  They have no idea where to scratch, which is both gratifyingly hilarious and frightening.",0.6216216216216216,74,0.027027027027027,0.1081081081081081,0.027027027027027,0.5675675675675675,0.1756756756756756,0.1666666666666666,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"True enough.  Alas, for many conservatives the world can only be black or white, and Mr. Trump is Dubya on steroids.  Not only are you ""against me"" if you're not ""for me,"" you're a loser and stupid and (choose your Trump invective here).  Hyperbole should no longer be tempered:  Mr. Trump is a ""leader"" in the same vein as Hitler and Mussolini.  Consistently deprecating (and increasingly openly violent toward) to those who not only disagree with him, but are doing their jobs (or not) as journalists.  Not simply a cartoonish narcissistic blowhard, but a rallying point for the ignorant, angry and uninformed.  There will be violence, and worse, coming from the Trump camp, I fear.  The Republican party created this monster in 50 years since Nixon (both their racist, misogynist, homophobic ""core"" and the individual now leading them), and when you sleep with dogs, you get fleas.  They have no idea where to scratch, which is both gratifyingly hilarious and frightening.",0.6216216216216216,74,0.027027027027027,0.1081081081081081,0.027027027027027,0.5675675675675675,0.1756756756756756,0.1666666666666666,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161
116,250355,"Since the organization has apparently been around for 144 years (1871) could you please identify what its true emphasis has been for those 144 years?  Have they only accepted those intent on maiming and killing since 1871 or did that occur later?    Are all 5 million of their members equally vile or are some less evil than others?  Which of the four magazines they publish are most likely to discourage training, responsible use or safety? 
When the NRA supported the  Gun Control Act of 1968 (GCA), which together created a system to federally license gun dealers and established restrictions on particular categories and classes of firearms, what was their real motivation?  (That's the one that also prohibits the mentally ill and felons to have firearms.)

I await your knowledgeable presentation about this nefarious organization.  My only prior contact of information  with the organization before today is seeing their stickers on other's cars.",0.4,10,0.0,0.1,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Since the organization has apparently been around for 144 years (1871) could you please identify what its true emphasis has been for those 144 years?  Have they only accepted those intent on maiming and killing since 1871 or did that occur later?    Are all 5 million of their members equally vile or are some less evil than others?  Which of the four magazines they publish are most likely to discourage training, responsible use or safety? 
When the NRA supported the  Gun Control Act of 1968 (GCA), which together created a system to federally license gun dealers and established restrictions on particular categories and classes of firearms, what was their real motivation?  (That's the one that also prohibits the mentally ill and felons to have firearms.)

I await your knowledgeable presentation about this nefarious organization.  My only prior contact of information  with the organization before today is seeing their stickers on other's cars.",0.4,10,0.0,0.1,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,152
120,250433,"True enough.  Alas, for many conservatives the world can only be black or white, and Mr. Trump is Dubya on steroids.  Not only are you ""against me"" if you're not ""for me,"" you're a loser and stupid and (choose your Trump invective here).  Hyperbole should no longer be tempered:  Mr. Trump is a ""leader"" in the same vein as Hitler and Mussolini.  Consistently deprecating (and increasingly openly violent toward) to those who not only disagree with him, but are doing their jobs (or not) as journalists.  Not simply a cartoonish narcissistic blowhard, but a rallying point for the ignorant, angry and uninformed.  There will be violence, and worse, coming from the Trump camp, I fear.  The Republican party created this monster in 50 years since Nixon (both their racist, misogynist, homophobic ""core"" and the individual now leading them), and when you sleep with dogs, you get fleas.  They have no idea where to scratch, which is both gratifyingly hilarious and frightening.",0.6666666666666666,75,0.08,0.1733333333333333,0.0,0.6666666666666666,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"True enough.  Alas, for many conservatives the world can only be black or white, and Mr. Trump is Dubya on steroids.  Not only are you ""against me"" if you're not ""for me,"" you're a loser and stupid and (choose your Trump invective here).  Hyperbole should no longer be tempered:  Mr. Trump is a ""leader"" in the same vein as Hitler and Mussolini.  Consistently deprecating (and increasingly openly violent toward) to those who not only disagree with him, but are doing their jobs (or not) as journalists.  Not simply a cartoonish narcissistic blowhard, but a rallying point for the ignorant, angry and uninformed.  There will be violence, and worse, coming from the Trump camp, I fear.  The Republican party created this monster in 50 years since Nixon (both their racist, misogynist, homophobic ""core"" and the individual now leading them), and when you sleep with dogs, you get fleas.  They have no idea where to scratch, which is both gratifyingly hilarious and frightening.",0.6666666666666666,75,0.08,0.1733333333333333,0.0,0.6666666666666666,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161
127,250604,"Imago Dei & Pastor McKinley believe that gay sex is sinful and that gays do not deserve the protections that come with legal marriage.  That is treating them as second class citizens.  My friend Jason's love for his husband means nothing to Pastor McKinley, yet Jason's love for his husband is very much part of who Jason is.

Please source Pastor McKinley saying something in support of equality between a gay couple and a hetero married couple.

It has to be specific to homosexuality- I am not gonna accept some punt from the New Testament about loving everyone. I want McKinley saying that gays are equal.",0.5,10,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Imago Dei & Pastor McKinley believe that gay sex is sinful and that gays do not deserve the protections that come with legal marriage.  That is treating them as second class citizens.  My friend Jason's love for his husband means nothing to Pastor McKinley, yet Jason's love for his husband is very much part of who Jason is.

Please source Pastor McKinley saying something in support of equality between a gay couple and a hetero married couple.

It has to be specific to homosexuality- I am not gonna accept some punt from the New Testament about loving everyone. I want McKinley saying that gays are equal.",0.5,10,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106
130,250765,"Again with the intellectual dishonesty.

There's a difference between blaming people for
1.  the actions of members of their ethnicity and
2. blaming people for the actions of political and religious groups to which they belong.

As an atheist, I bear some responsibility for what atheists say about God.
I chose to be an atheist, and I give money to atheist groups to broadcast their attacks.  I own that.

I don't bear responsibility for Ammon Bundy just because we are both white.

I have Christian friends, even some fundie friends.  But they aren't running for office or out there espousing and defending bigotry.

The big pill for you to swallow is that I won't let you hide behind a pulpit and say your stinky ideas are fragrant because they have  a religious basis.
Bigotry is bigotry.",0.4,10,0.0,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Again with the intellectual dishonesty.

There's a difference between blaming people for
1.  the actions of members of their ethnicity and
2. blaming people for the actions of political and religious groups to which they belong.

As an atheist, I bear some responsibility for what atheists say about God.
I chose to be an atheist, and I give money to atheist groups to broadcast their attacks.  I own that.

I don't bear responsibility for Ammon Bundy just because we are both white.

I have Christian friends, even some fundie friends.  But they aren't running for office or out there espousing and defending bigotry.

The big pill for you to swallow is that I won't let you hide behind a pulpit and say your stinky ideas are fragrant because they have  a religious basis.
Bigotry is bigotry.",0.4,10,0.0,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136
133,250980,"Wow don't put words in my mouth.  I don't think Brown is innocent and I think this verdict sucks for Hutchinson but there were two wrongs here (even if different levels).   Just because Brown in my opinion is a scumbag, doesn't mean Phils actions were ok.   
Because Phil was found guilty doesn't have any bearing on the case or history on Brown.   Those cases, and I truly hope there are many, stand on their own...of course you look at the big picture but even if this guy is bad news for women, the jury just let you know you can't make a www.brownisascumbag.com website.   
That's what this case and article is about, not a case against Brown.  I'd like to see more on it too, with any luck WW will go into the details on legal actions against Brown.
Mean time, focus and calm down there...",0.4,10,0.0,0.2,0.0,0.4,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Wow don't put words in my mouth.  I don't think Brown is innocent and I think this verdict sucks for Hutchinson but there were two wrongs here (even if different levels).   Just because Brown in my opinion is a scumbag, doesn't mean Phils actions were ok.   
Because Phil was found guilty doesn't have any bearing on the case or history on Brown.   Those cases, and I truly hope there are many, stand on their own...of course you look at the big picture but even if this guy is bad news for women, the jury just let you know you can't make a www.brownisascumbag.com website.   
That's what this case and article is about, not a case against Brown.  I'd like to see more on it too, with any luck WW will go into the details on legal actions against Brown.
Mean time, focus and calm down there...",0.4,10,0.0,0.2,0.0,0.4,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146
134,251020,"I am Latino, Ms. Kaye, not that that has anything to do with it. I also worked in Mex-Am groups for about 10 years. Racism is an everyday thing, sorry to hurt your feelings.
Forget the restaurant, just put on your little sombrero and go anywhere where there are Latinos. Report back.
And you appear to express a very strange and not uncommon tendency: that of equating reactions to racism as racism. 
As far as political correctness: IT has created animosity and suspicion? Huh? Yeah, let's equate asking people not to use the n-word with guys in Texas dragging a black man to his death behind their pickup.",0.4,10,0.0,0.0,0.0,0.1,0.3,0.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"I am Latino, Ms. Kaye, not that that has anything to do with it. I also worked in Mex-Am groups for about 10 years. Racism is an everyday thing, sorry to hurt your feelings.
Forget the restaurant, just put on your little sombrero and go anywhere where there are Latinos. Report back.
And you appear to express a very strange and not uncommon tendency: that of equating reactions to racism as racism. 
As far as political correctness: IT has created animosity and suspicion? Huh? Yeah, let's equate asking people not to use the n-word with guys in Texas dragging a black man to his death behind their pickup.",0.4,10,0.0,0.0,0.0,0.1,0.3,0.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,108
137,251234,"The Mission has empty beds every night, therefore we certainly can enforce our no camping laws. Besides, while people have a right to sleep, they don't have a right to take over and privatize our very best public spaces and leave them trashed.

Our local friends of homelessness seem to think that supporting shanty-towns and being staunch apologists for anti-social behavior is a good thing since it attracts ever more homeless here (where we have nearly ten times the national per capita number of homeless). 

Many people, including myself, strongly disagree. I'm fully supportive of creating and funding substance abuse clinics and providing subsidized housing for those who get clean and attempt to participate in a positive way in society. For those who wish to sit in the park shooting up and drinking while trashing our riverfront, I have other ideas of how we should treat them. People are defined by their behavior, and some have defined themselves as animals.",0.4,10,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The Mission has empty beds every night, therefore we certainly can enforce our no camping laws. Besides, while people have a right to sleep, they don't have a right to take over and privatize our very best public spaces and leave them trashed.

Our local friends of homelessness seem to think that supporting shanty-towns and being staunch apologists for anti-social behavior is a good thing since it attracts ever more homeless here (where we have nearly ten times the national per capita number of homeless). 

Many people, including myself, strongly disagree. I'm fully supportive of creating and funding substance abuse clinics and providing subsidized housing for those who get clean and attempt to participate in a positive way in society. For those who wish to sit in the park shooting up and drinking while trashing our riverfront, I have other ideas of how we should treat them. People are defined by their behavior, and some have defined themselves as animals.",0.4,10,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160
138,251310,"My Chickasaw mother was 2nd youngest of 12 children. I had Uncles old enough to be great grandfather. I had 3rd cousins older than my parents. Point being, this family was humongous until Huntington's disease killed 3/4 of my family in a 12 year span.
 Every last one of my Aunts, Uncles, and cousins who had a work ethic rose from third world poverty to middle class, and some to upper middle class. The only ones that did not were either disabled, mentally ill, or took after my grandfather.
 When I went out in the real world I learned my family is not unique and mirrors society. Having lived amongst these people I know all too well their dysfunctional nature, and the nature of their dysfunction. 
 My family threw the bums out so they could not inflict their dysfunction on the family.
It's is long overdue society does the same.
 For the record, I did not dehumanize anyone. These vagrant social parasites dehumanized themselves.",0.4,10,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,"My Chickasaw mother was 2nd youngest of 12 children. I had Uncles old enough to be great grandfather. I had 3rd cousins older than my parents. Point being, this family was humongous until Huntington's disease killed 3/4 of my family in a 12 year span.
 Every last one of my Aunts, Uncles, and cousins who had a work ethic rose from third world poverty to middle class, and some to upper middle class. The only ones that did not were either disabled, mentally ill, or took after my grandfather.
 When I went out in the real world I learned my family is not unique and mirrors society. Having lived amongst these people I know all too well their dysfunctional nature, and the nature of their dysfunction. 
 My family threw the bums out so they could not inflict their dysfunction on the family.
It's is long overdue society does the same.
 For the record, I did not dehumanize anyone. These vagrant social parasites dehumanized themselves.",0.4,10,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,164
146,251536,"Hmm- did you read my post? I said that your position on gays is, technically speaking, bigotry.

I won't vote any member of Imago Dei.  Do you really think Pastor McKinley is going to change his conservative Baptist ways and reject female submission and embrace equality of gays and heteros?

By your logic, it would be okay for me to join (insert name of organization you dislike)
and give them money on the off chance that the group may change due to my superior reasoning?

There's no solution for Imago Dei.  They are Conservative Baptists and they try and
wrap bigotry in religious doctrine so that they can escape criticism.  Because I don't recognize the Bible as holy and because I don't see the Pastor as having spiritual authority, I am writing the whole church off.  I think the world would be a better place if Imago Dei shrinks because their doctrine is unacceptable. 

There is nothing gracious or compassionate about treating women and gays as second class citizens.",0.4,10,0.0,0.0,0.0,0.1,0.4,0.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Hmm- did you read my post? I said that your position on gays is, technically speaking, bigotry.

I won't vote any member of Imago Dei.  Do you really think Pastor McKinley is going to change his conservative Baptist ways and reject female submission and embrace equality of gays and heteros?

By your logic, it would be okay for me to join (insert name of organization you dislike)
and give them money on the off chance that the group may change due to my superior reasoning?

There's no solution for Imago Dei.  They are Conservative Baptists and they try and
wrap bigotry in religious doctrine so that they can escape criticism.  Because I don't recognize the Bible as holy and because I don't see the Pastor as having spiritual authority, I am writing the whole church off.  I think the world would be a better place if Imago Dei shrinks because their doctrine is unacceptable. 

There is nothing gracious or compassionate about treating women and gays as second class citizens.",0.4,10,0.0,0.0,0.0,0.1,0.4,0.0,1.0,0.0,0.0,0.6,1.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169
147,251559,"You equate homosexuality with ""sexual immorality, greed, racism, pride"" in your first post on this thread.  That is a bigoted position.   

Here is my evidence from your post: ""I also believe in respecting people who don’t share this belief and not using my personal faith to restrict equality for others. Therefore, I support gay marriage as a legal right but not as a personal freedom for believers (just as I don’t support believers who engage in sexual immorality, greed, racism, pride, etc…)""

In your world, there is no ""personal freedom"" for my friend Jason to marry his awesome boyfriend.  That is an unacceptable position.",0.5,10,0.3,0.1,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.1666666666666666,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"You equate homosexuality with ""sexual immorality, greed, racism, pride"" in your first post on this thread.  That is a bigoted position.   

Here is my evidence from your post: ""I also believe in respecting people who don’t share this belief and not using my personal faith to restrict equality for others. Therefore, I support gay marriage as a legal right but not as a personal freedom for believers (just as I don’t support believers who engage in sexual immorality, greed, racism, pride, etc…)""

In your world, there is no ""personal freedom"" for my friend Jason to marry his awesome boyfriend.  That is an unacceptable position.",0.5,10,0.3,0.1,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.1666666666666666,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104
148,251924,"'A Trial is  a formal examination of evidence before a judge, and typically before a jury, in order to decide guilt in a case of criminal or civil proceedings'. So strike three. Look it up yourself in any dictionary. You don't need to know about law , you just need to be literate Phil. You and your camp are obsessed and your obsession has colored the intention and motivation of this case. It was pretty clear to a jury evidently. At the point it's about winning and your vendetta , not about rape or  poor 'defenseless' women.  How selfish and disingenuous. You are a self-appointed watchman. Instead of slathering peoples pictures all over facebook, link people to the se offenders list or encourage other to get educated. They will find people like Brown themselves without your bias included in the information.",0.5,10,0.0,0.1,0.0,0.5,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"'A Trial is  a formal examination of evidence before a judge, and typically before a jury, in order to decide guilt in a case of criminal or civil proceedings'. So strike three. Look it up yourself in any dictionary. You don't need to know about law , you just need to be literate Phil. You and your camp are obsessed and your obsession has colored the intention and motivation of this case. It was pretty clear to a jury evidently. At the point it's about winning and your vendetta , not about rape or  poor 'defenseless' women.  How selfish and disingenuous. You are a self-appointed watchman. Instead of slathering peoples pictures all over facebook, link people to the se offenders list or encourage other to get educated. They will find people like Brown themselves without your bias included in the information.",0.5,10,0.0,0.1,0.0,0.5,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141
151,252202,"""Therefore, I support gay marriage as a legal right but not as a personal freedom for believers (just as I don’t support believers who engage in sexual immorality, greed, racism, pride, etc…)""

Your homophobic words are above.  And your prose smacks of seminary school- so I don't believe you don't care about the subject.

 ""I believe a biblical stance on LBGT would have a similar impact to society.""

Wrong.  Since people are born gay or straight, being prejudiced against them is no better than the Book of Mormon denying the priesthood to non-whites.

Why do you equate beer and sexual orientation? Was Matthew Shepard killed for drinking a Black Butte Porter?",0.4,10,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.1,0.0,0.6,1.0,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"""Therefore, I support gay marriage as a legal right but not as a personal freedom for believers (just as I don’t support believers who engage in sexual immorality, greed, racism, pride, etc…)""

Your homophobic words are above.  And your prose smacks of seminary school- so I don't believe you don't care about the subject.

 ""I believe a biblical stance on LBGT would have a similar impact to society.""

Wrong.  Since people are born gay or straight, being prejudiced against them is no better than the Book of Mormon denying the priesthood to non-whites.

Why do you equate beer and sexual orientation? Was Matthew Shepard killed for drinking a Black Butte Porter?",0.4,10,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.1,0.0,0.6,1.0,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111
156,252870,"It is a scientifically proven fact that people who kill defenseless small animals are sick in the head.   They are mentally ill sociopaths, and a significant danger to society.

First degree animal abuse in Oregon is a Felony, with a mandatory sentence that uses category 6 in the Oregon sentencing guidelines.   This man's long criminal record and status as a felon will insure that he receives a very long prison term indeed.  

Why do you flout the law like this, and have such utter disdain for it?    And why on earth would you support such a career criminal and scumbag, like this man is??",0.5,10,0.0,0.3,0.1,0.4,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,"It is a scientifically proven fact that people who kill defenseless small animals are sick in the head.   They are mentally ill sociopaths, and a significant danger to society.

First degree animal abuse in Oregon is a Felony, with a mandatory sentence that uses category 6 in the Oregon sentencing guidelines.   This man's long criminal record and status as a felon will insure that he receives a very long prison term indeed.  

Why do you flout the law like this, and have such utter disdain for it?    And why on earth would you support such a career criminal and scumbag, like this man is??",0.5,10,0.0,0.3,0.1,0.4,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,104
162,253155,"This is the craziest thing I've ever read. Listen. Your opinion is your opinion.  But there are millions of people all over the world who completely disagree with everything you said.  His music and his words actually change people's lives.  Gives them hope. Brightens their day or simply helps them while they are grieving.  I became a fan when I was 8 years old and was handed Born in the USA back in the mid 80's.  I wore out my brother's cassette tape and had to buy a new one.  I've not stopped listening to him since then and I'm now 38. Oh, and a female.  Not an old white guy. Bruce's words helped me through my grief after losing my husband at the age of 26 and his words continue to help me to this day. I'm sorry that you don't get Bruce Springsteen and the E Street Band.  It's a shame actually. Because as I read your article I sensed a lot of anger. If you would let a little Bruce into your heart, there would be no more of that. Peace :)",0.4,10,0.0,0.0,0.0,0.1,0.2,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"This is the craziest thing I've ever read. Listen. Your opinion is your opinion.  But there are millions of people all over the world who completely disagree with everything you said.  His music and his words actually change people's lives.  Gives them hope. Brightens their day or simply helps them while they are grieving.  I became a fan when I was 8 years old and was handed Born in the USA back in the mid 80's.  I wore out my brother's cassette tape and had to buy a new one.  I've not stopped listening to him since then and I'm now 38. Oh, and a female.  Not an old white guy. Bruce's words helped me through my grief after losing my husband at the age of 26 and his words continue to help me to this day. I'm sorry that you don't get Bruce Springsteen and the E Street Band.  It's a shame actually. Because as I read your article I sensed a lot of anger. If you would let a little Bruce into your heart, there would be no more of that. Peace :)",0.4,10,0.0,0.0,0.0,0.1,0.2,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185
163,253281,"Are you supposed to be a journalist, Lizzy Acker? Does the truth mean anything to you? If you were assaulted by a black man, and the police asked you for a description of your assailant, would you say he was white? Would it be racist to say he was black?

You're so busy slapping labels on other people and their comments try this one, and see if it fits you: fascist.

By the way, I don't believe for a second that you are graciously keeping up these comments you have deemed ""racist"" just to show you're not a censor. No, dear. You left those comments up because your new comment system hasn't been generating as many comments as you would like.

I know this because I, like other commenters here, have received e-mails from ""Civil Comments"" inviting me to post more comments.",0.5,10,0.0,0.0,0.0,0.1,0.4,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Are you supposed to be a journalist, Lizzy Acker? Does the truth mean anything to you? If you were assaulted by a black man, and the police asked you for a description of your assailant, would you say he was white? Would it be racist to say he was black?

You're so busy slapping labels on other people and their comments try this one, and see if it fits you: fascist.

By the way, I don't believe for a second that you are graciously keeping up these comments you have deemed ""racist"" just to show you're not a censor. No, dear. You left those comments up because your new comment system hasn't been generating as many comments as you would like.

I know this because I, like other commenters here, have received e-mails from ""Civil Comments"" inviting me to post more comments.",0.5,10,0.0,0.0,0.0,0.1,0.4,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142
168,253675,"what exactly is your definition of anti Semitic, woyzeck? is it still anti semitism if i'm a jew? it's shameful he is practising eugenics regardless his being a jew. based on your other post, you seem to support the idea of letting the rich and powerful have their way. unfortunately, you are ignorant of the consequences this type of behaviour can result in. perhaps if you had members of your family murdered by 'white supremacists', i.e ""nazi's"" ,or any other racial/genetically motivated ""supremacy"", you'd be more sympathetic to those of us who have. i doubt very much you will be included in their future, except as slave labour, for the ""Genetically Superior"" ignorance isn't bliss",0.6,10,0.0,0.1,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"what exactly is your definition of anti Semitic, woyzeck? is it still anti semitism if i'm a jew? it's shameful he is practising eugenics regardless his being a jew. based on your other post, you seem to support the idea of letting the rich and powerful have their way. unfortunately, you are ignorant of the consequences this type of behaviour can result in. perhaps if you had members of your family murdered by 'white supremacists', i.e ""nazi's"" ,or any other racial/genetically motivated ""supremacy"", you'd be more sympathetic to those of us who have. i doubt very much you will be included in their future, except as slave labour, for the ""Genetically Superior"" ignorance isn't bliss",0.6,10,0.0,0.1,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115
